阿魏,a'wei
湿热蕴伏证,shi're'yun'fu'zheng
湿热蕴结证,shi're'yun'jie'zheng
湿热蕴脾,shi're'yun'pi
湿热蕴蒸证,shi're'yun'zheng'zheng
湿热蕴阻证,shi're'yun'zu'zheng
实热证,shi're'zheng
湿热证,shi're'zheng
湿热中阻证,shi're'zhong'zu'zheng
湿热荮肠证,shi're'zhou'chang'zheng
湿热阻络证,shi're'zu'luo'zheng
失荣病,shi'rong'bing
食如无味,shi'ru'wu'wei
湿润烧伤膏,shi'run'shao'shang'gao
石杉碱甲胶囊,shi'shan'jian'jia'jiao'nang
食伤脾胃证,shi'shang'pi'wei'zheng
食少,shi'shao
食少便溏,shi'shao'bian'tang
食少嗜卧,shi'shao'shi'wo
柿霜,shi'shuang
嗜睡,shi'shui
石水,shi'shui
湿痰流聚皮下证,shi'tan'liu'ju'pi'xia'zheng
湿痰证,shi'tan'zheng
石苇,shi'wei
石韦,shi'wei
十味龙胆花颗粒,shi'wei'long'dan'hua'ke'li
十味温胆汤,shi'wei'wen'dan'tang
石苇叶,shi'wei'ye
十问,shi'wen
湿瘟,shi'wen
湿温病,shi'wen'bing
湿温初起法堪遵,shi'wen'chu'qi'fa'kan'zun
湿温时疫,shi'wen'shi'yi
湿温时疫是主方,shi'wen'shi'yi'shi'zhu'fang
是吾之志也,shi'wu'zhi'zhi'ye
失笑散,shi'xiao'san
湿泻,shi'xie
湿邪,shi'xie
湿邪浸渍证,shi'xie'jin'zi'zheng
湿邪困脾证,shi'xie'kun'pi'zheng
湿邪偏盛证,shi'xie'pian'sheng'zheng
湿邪热毒证,shi'xie're'du'zheng
湿邪外感证,shi'xie'wai'gan'zheng
湿邪蕴积证,shi'xie'yun'ji'zheng
湿邪阻络证,shi'xie'zu'luo'zheng
时行感冒,shi'xing'gan'mao
时行感冒病,shi'xing'gan'mao'bing
石燕,shi'yan
食盐,shi'yan
湿阳化饮又健脾,shi'yang'hua'yin'you'jian'pi
食亦,shi'yi
食医,shi'yi
失音病,shi'yin'bing
石瘿,shi'ying
石瘿病,shi'ying'bing
市有先死者,shi'you'xian'si'zhe
世有愚者,shi'you'yu'zhe
食欲不振,shi'yu'bu'zhen
湿瘀互结,shi'yu'hu'jie
湿郁化火证,shi'yu'hua'huo'zheng
湿郁化热证,shi'yu'hua're'zheng
湿郁三焦证,shi'yu'san'jiao'zheng
湿郁卫气证,shi'yu'wei'qi'zheng
湿瘀蒸肌致发黄,shi'yu'zheng'ji'zhi'fa'huang
誓愿普救含灵之苦,shi'yuan'pu'jiu'han'ling'zhi'ku
十枣汤,shi'zao'tang
实则泻之,shi'ze'xie'zhi
视瞻昏渺病,shi'zhan'hun'miao'bing
实胀,shi'zhang
实者枳壳易人参,shi'zhe'zhi'ke'yi'ren'shen
石针,shi'zhen
实证,shi'zheng
湿证,shi'zheng
湿滞脾胃,shi'zhi'pi'wei
视直如曲病,shi'zhi'ru'qu'bing
食滞痰阻证,shi'zhi'tan'zu'zheng
食滞胃肠证,shi'zhi'wei'chang'zheng
食滞证,shi'zhi'zheng
石钟乳,shi'zhong'ru
湿重于热,shi'zhong'yu're
湿重于热证,shi'zhong'yu're'zheng
石竹,shi'zhu
湿浊冲心证,shi'zhuo'chong'xin'zheng
湿浊蒙上泌别失职证,shi'zhuo'meng'shang'mi'bie'shi'zhi'zheng
湿浊蒙上证,shi'zhuo'meng'shang'zheng
湿浊内闭证,shi'zhuo'nei'bi'zheng
湿浊内蕴证,shi'zhuo'nei'yun'zheng
湿浊上泛脾虚湿困证,shi'zhuo'shang'fan'pi'xu'shi'kun'zheng
湿浊上泛湿热蕴蒸证,shi'zhuo'shang'fan'shi're'yun'zheng'zheng
湿浊上泛证,shi'zhuo'shang'fan'zheng
湿浊下注证,shi'zhuo'xia'zhu'zheng
湿浊壅闭证,shi'zhuo'yong'bi'zheng
湿浊壅滞证,shi'zhuo'yong'zhi'zheng
湿浊中阻证,shi'zhuo'zhong'zu'zheng
湿浊阻滞证,shi'zhuo'zu'zhi'zheng
食浊阻滞证,shi'zhuo'zu'zhi'zheng
湿阻,shi'zu
湿阻病,shi'zu'bing
湿阻肠道传导失司证,shi'zu'chang'dao'chuan'dao'shi'si'zheng
湿阻肠道证,shi'zu'chang'dao'zheng
湿阻筋络证,shi'zu'jin'luo'zheng
湿阻脾胃证,shi'zu'pi'wei'zheng
湿阻气分证,shi'zu'qi'fen'zheng
石钻子,shi'zuan'zi
手参,shou'can
手发背病,shou'fa'bei'bing
守宫,shou'gong
手厥阴心包经,shou'jue'yin'xin'bao'jing
收口期,shou'kou'qi
收没期,shou'mo'qi
受盛之官,shou'sheng'zhi'guan
首乌,shou'wu
首乌藤,shou'wu'teng
首乌藤夜交藤,shou'wu'teng'ye'jiao'teng
瘦小舌,shou'xiao'she
收引,shou'yin
手足,shou'zu
手足不温,shou'zu'bu'wen
手足疔疮病,shou'zu'ding'chuang'bing
手足拘急,shou'zu'ju'ji
手足厥,shou'zu'jue
手足厥寒,shou'zu'jue'han
手足厥逆,shou'zu'jue'ni
手足逆冷,shou'zu'ni'leng
手足心热,shou'zu'xin're
书带草,shu'dai'cao
熟地,shu'di
熟地黄,shu'di'huang
熟地谁药及山萸,shu'di'shui'yao'ji'shan'yu
暑动肝风证,shu'dong'gan'feng'zheng
暑犯肺卫证,shu'fan'fei'wei'zheng
疏风,shu'feng
暑风证,shu'feng'zheng
疏风止咳,shu'feng'zhi'ke
疏风止痛,shu'feng'zhi'tong
疏肝,shu'gan
疏肝理脾,shu'gan'li'pi
舒肝片,shu'gan'pian
暑秽病,shu'hui'bing
暑兼寒湿证,shu'jian'han'shi'zheng
蜀椒,shu'jiao
暑疖病,shu'jie'bing
舒筋草,shu'jin'cao
暑厥证,shu'jue'zheng
薯莨,shu'liang
舒眠胶囊,shu'mian'jiao'nang
鼠曲草,shu'qu'cao
暑热,shu're
暑热炽盛证,shu're'chi'sheng'zheng
暑热动风证,shu're'dong'feng'zheng
暑热浸淫证,shu're'jin'yin'zheng
暑热蒙心证,shu're'meng'xin'zheng
暑热内郁证,shu're'nei'yu'zheng
暑热扰心证,shu're'rao'xin'zheng
暑热伤气证,shu're'shang'qi'zheng
暑热证,shu're'zheng
鼠乳病,shu'ru'bing
暑入心肾证,shu'ru'xin'shen'zheng
暑入心营证,shu'ru'xin'ying'zheng
暑入血分证,shu'ru'xue'fen'zheng
暑入阳明证,shu'ru'yang'ming'zheng
暑入营血证,shu'ru'ying'xue'zheng
暑伤肺络证,shu'shang'fei'luo'zheng
暑伤肺胃证,shu'shang'fei'wei'zheng
暑伤津气证,shu'shang'jin'qi'zheng
暑伤心肾证,shu'shang'xin'shen'zheng
暑伤血络证,shu'shang'xue'luo'zheng
暑湿交阻证,shu'shi'jiao'zu'zheng
暑湿困伤心脾证,shu'shi'kun'shang'xin'pi'zheng
暑湿困阻中焦证,shu'shi'kun'zu'zhong'jiao'zheng
暑湿类,shu'shi'lei
暑湿弥漫三焦证,shu'shi'mi'man'san'jiao'zheng
暑湿内蕴寒邪束表证,shu'shi'nei'yun'han'xie'shu'biao'zheng
暑湿内蕴证,shu'shi'nei'yun'zheng
暑湿热蕴证,shu'shi're'yun'zheng
暑湿伤脾证,shu'shi'shang'pi'zheng
暑湿袭表证,shu'shi'xi'biao'zheng
暑湿挟滞证,shu'shi'xie'zhi'zheng
暑湿郁蒸证,shu'shi'yu'zheng'zheng
暑湿蕴结证,shu'shi'yun'jie'zheng
暑湿在表证,shu'shi'zai'biao'zheng
暑温病,shu'wen'bing
暑温夹湿,shu'wen'jia'shi
暑温困脾证,shu'wen'kun'pi'zheng
暑邪,shu'xie
俞穴流注,shu'xue'liu'zhu
疏郁脾气,shu'yu'pi'qi
薯蓣皂苷片,shu'yu'zao'gan'pian
疏凿饮子,shu'zao'yin'zi
暑证,shu'zheng
双补气血八珍汤,shuang'bu'qi'xue'ba'zhen'tang
双钩藤,shuang'gou'teng
双蝴蝶,shuang'hu'die
双虎清肝颗粒,shuang'hu'qing'gan'ke'li
双花,shuang'hua
双黄连颗粒,shuang'huang'lian'ke'li
双金胃疡胶囊,shuang'jin'wei'yang'jiao'nang
双料喉风散,shuang'liao'hou'feng'san
双皮,shuang'pi
水安息,shui'an'xi
水半夏,shui'ban'xia
水菖蒲,shui'chang'pu
水车前,shui'che'qian
水痘,shui'dou
水毒凌心犯肺证,shui'du'ling'xin'fan'fei'zheng
水毒内闭证,shui'du'nei'bi'zheng
水毒内郁证,shui'du'nei'yu'zheng
水毒上扰证,shui'du'shang'rao'zheng
水蛊,shui'gu
水鼓,shui'gu
水臌病,shui'gu'bing
水谷之海,shui'gu'zhi'hai
水寒射肺证,shui'han'she'fei'zheng
水红花子,shui'hong'hua'zi
水花,shui'hua
水花生,shui'hua'sheng
水火,shui'huo
水韭,shui'jiu
水亏火旺,shui'kui'huo'wang
水龙骨,shui'long'gu
水陆二仙汤,shui'lu'er'xian'tang
水轮气虚血少证,shui'lun'qi'xu'xue'shao'zheng
水轮气虚血瘀证,shui'lun'qi'xu'xue'yu'zheng
水轮气虚证,shui'lun'qi'xu'zheng
水轮实热证,shui'lun'shi're'zheng
水轮痰湿证,shui'lun'tan'shi'zheng
水轮头风痰火证,shui'lun'tou'feng'tan'huo'zheng
水轮头风痰火证发热,shui'lun'tou'feng'tan'huo'zheng'fa're
水轮阴亏证,shui'lun'yin'kui'zheng
水蔓菁,shui'man'jing
水蔓青,shui'man'qing
水莽,shui'mang
水逆,shui'ni
水牛角,shui'niu'jiao
水牛角浓缩粉,shui'niu'jiao'nong'suo'fen
水萍,shui'ping
水气冲心,shui'qi'chong'xin
水气凌心,shui'qi'ling'xin
水气凌心犯肺证,shui'qi'ling'xin'fan'fei'zheng
水气凌心证,shui'qi'ling'xin'zheng
水气上凌证,shui'qi'shang'ling'zheng
水疝病,shui'shan'bing
水湿泛滥证,shui'shi'fan'lan'zheng
水湿浸渍,shui'shi'jin'zi
水湿浸渍证,shui'shi'jin'zi'zheng
水湿内停证,shui'shi'nei'ting'zheng
水湿内蕴证,shui'shi'nei'yun'zheng
水苏,shui'su
水停食滞痞证,shui'ting'shi'zhi'pi'zheng
水蜈蚣,shui'wu'gong
水扬梅,shui'yang'mei
水杨梅,shui'yang'mei
水扬梅根,shui'yang'mei'gen
水银,shui'yin
水饮,shui'yin
水饮留肠证,shui'yin'liu'chang'zheng
水饮内扰证,shui'yin'nei'rao'zheng
水饮内停证,shui'yin'nei'ting'zheng
水饮停聚胸胁证,shui'yin'ting'ju'xiong'xie'zheng
水饮下行悸眩去,shui'yin'xia'xing'ji'xuan'qu
水用甘澜扬百遍,shui'yong'gan'lan'yang'bai'bian
水郁折之,shui'yu'zhe'zhi
水蛭,shui'zhi
水蛭生,shui'zhi'sheng
水肿,shui'zhong
水肿病,shui'zhong'bing
顺传,shun'chuan
顺传与逆传,shun'chuan'yu'ni'chuan
顺气降逆,shun'qi'jiang'ni
四方草,si'fang'cao
四方藤,si'fang'teng
斯盖医之本意也,si'gai'yi'zhi'ben'yi'ye
丝瓜络,si'gua'luo
丝瓜藤,si'gua'teng
四海,si'hai
四季青,si'ji'qing
四君四物合成方,si'jun'si'wu'he'cheng'fang
四君子汤,si'jun'zi'tang
四君子汤中和义,si'jun'zi'tang'zhong'he'yi
四两黄芪为主药,si'liang'huang'qi'wei'zhu'yao
四苓散,si'ling'san
思虑伤脾证,si'lv'shang'pi'zheng
四妙丸,si'miao'wan
四妙勇安汤,si'miao'yong'an'tang
四磨汤,si'mo'tang
四磨汤口服液,si'mo'tang'kou'fu'ye
四磨饮子七情侵,si'mo'yin'zi'qi'qing'qin
四逆加人参汤,si'ni'jia'ren'shen'tang
四逆散,si'ni'san
四逆散里用柴胡,si'ni'san'li'yong'chai'hu
四逆散中加芎香,si'ni'san'zhong'jia'xiong'xiang
四逆汤,si'ni'tang
四逆汤中附草姜,si'ni'tang'zhong'fu'cao'jiang
四气,si'qi
四神故纸与吴萸,si'shen'gu'zhi'yu'wu'yu
四神丸,si'shen'wan
四生丸,si'sheng'wan
四弯风病,si'wan'feng'bing
斯为大哲,si'wei'da'zhe
四物地芍与归芎,si'wu'di'shao'yu'gui'xiong
四物汤,si'wu'tang
四叶参,si'ye'can
四诊,si'zhen
四肢倦乏,si'zhi'juan'fa
四肢厥冷急煎尝,si'zhi'jue'leng'ji'jian'chang
四肢厥逆,si'zhi'jue'ni
丝竹凑耳,si'zhu'cou'er
松醇,song'chun
松花粉,song'hua'fen
松节,song'jie
松节油,song'jie'you
菘蓝,song'lan
松龄血脉康胶囊,song'ling'xue'mai'kang'jiao'nang
松萝,song'luo
松塔,song'ta
松香,song'xiang
松香脂,song'xiang'zhi
松音,song'yin
松脂,song'zhi
苏板兰,su'ban'lan
苏薄荷,su'bo'he
粟疮病,su'chuang'bing
苏梗,su'geng
苏合香,su'he'xiang
苏合香丸,su'he'xiang'wan
苏木,su'mu
宿食伤脾证,su'shi'shang'pi'zheng
素体不足劳心过度证,su'ti'bu'zu'lao'xin'guo'du'zheng
素问病机气宜保命集,su'wen'bing'ji'qi'yi'bao'ming'ji
速效救心丸,su'xiao'jiu'xin'wan
素馨花,su'xin'hua
苏杏黄芩兼甘草,su'xing'huang'qin'jian'gan'cao
苏杏散,su'xing'san
苏叶,su'ye
宿翳病,su'yi'bing
苏子,su'zi
苏子降气半夏归,su'zi'jiang'qi'ban'xia'gui
苏子降气汤,su'zi'jiang'qi'tang
酸浆,suan'jiang
酸模,suan'mo
酸枣木香龙眼肉,suan'zao'mu'xiang'long'yan'rou
酸枣仁,suan'zao'ren
酸枣仁汤,suan'zao'ren'tang
绥草,sui'cao
髓海,sui'hai
髓海不足证,sui'hai'bu'zu'zheng
髓劳,sui'lao
尿脬,sui'pao
虽曰病宜速救,sui'yue'bing'yi'su'jiu
虽曰贱畜贵人,sui'yue'jian'chu'gui'ren
损彼益己,sun'bi'yi'ji
损伤出血病,sun'shang'chu'xue'bing
损伤喘咳病,sun'shang'chuan'ke'bing
损伤昏厥病,sun'shang'hun'jue'bing
损伤疼痛病,sun'shang'teng'tong'bing
损伤痿软麻木病,sun'shang'wei'ruan'ma'mu'bing
损伤眩晕病,sun'shang'xuan'yun'bing
飧泻,sun'xie
莎草,suo'cao
锁肛痔病,suo'gang'zhi'bing
锁喉痈病,suo'hou'yong'bing
娑罗子,suo'luo'zi
缩泉丸,suo'quan'wan
唆下热结宜此方,suo'xia're'jie'yi'ci'fang
锁阳,suo'yang
所以尔者,suo'yi'er'zhe
所以医人不得恃己所长,suo'yi'yi'ren'bu'de'shi'ji'suo'chang
缩阴病,suo'yin'bing
苔白不渴,tai'bai'bu'ke
苔白滑,tai'bai'hua
苔白脉弦,tai'bai'mai'xian
苔薄白,tai'bo'bai
胎动不安,tai'dong'bu'an
胎动不安病,tai'dong'bu'an'bing
胎毒蕴热证,tai'du'yun're'zheng
苔光干咳此堪尝,tai'guang'gan'ke'ci'kan'chang
胎寒,tai'han
胎患内障病,tai'huan'nei'zhang'bing
胎黄病,tai'huang'bing
胎火蕴毒证,tai'huo'yun'du'zheng
胎惊,tai'jing
胎漏,tai'lou
胎漏病,tai'lou'bing
泰诺林,tai'nuo'lin
泰诺宁康胶囊,tai'nuo'ning'kang'jiao'nang
胎盘,tai'pan
太平惠民和剂局方,tai'ping'hui'min'he'ji'ju'fang
胎气,tai'qi
胎热,tai're
胎热证胎寒证,tai're'zheng'tai'han'zheng
泰山磐石散,tai'shan'pan'shi'san
胎死不下病,tai'si'bu'xia'bing
胎萎不长病,tai'wei'bu'zhang'bing
台乌药,tai'wu'yao
胎痫,tai'xian
太阳表寒里热证,tai'yang'biao'han'li're'zheng
太阳表寒里饮证,tai'yang'biao'han'li'yin'zheng
太阳表实经输不利证,tai'yang'biao'shi'jing'shu'bu'li'zheng
太阳表实证,tai'yang'biao'shi'zheng
太阳表虚肺气不利证,tai'yang'biao'xu'fei'qi'bu'li'zheng
太阳表虚经输不利证,tai'yang'biao'xu'jing'shu'bu'li'zheng
太阳表虚证,tai'yang'biao'xu'zheng
太阳表郁轻证,tai'yang'biao'yu'qing'zheng
太阳病,tai'yang'bing
太阳风湿相搏证,tai'yang'feng'shi'xiang'bo'zheng
太阳寒热错杂痞证,tai'yang'han're'cuo'za'pi'zheng
太阳寒实结胸证,tai'yang'han'shi'jie'xiong'zheng
太阳寒证,tai'yang'han'zheng
太阳花,tai'yang'hua
太阳火逆证,tai'yang'huo'ni'zheng
太阳结胸证,tai'yang'jie'xiong'zheng
太阳脾虚气滞证,tai'yang'pi'xu'qi'zhi'zheng
太阳痞证,tai'yang'pi'zheng
太阳热多寒少证,tai'yang're'duo'han'shao'zheng
太阳热痞证,tai'yang're'pi'zheng
太阳热扰胸膈证,tai'yang're'rao'xiong'ge'zheng
太阳热扰胸膈中焦气滞证,tai'yang're'rao'xiong'ge'zhong'jiao'qi'zhi'zheng
太阳热扰胸膈中焦虚寒证,tai'yang're'rao'xiong'ge'zhong'jiao'xu'han'zheng
太阳热实结胸证,tai'yang're'shi'jie'xiong'zheng
太阳热邪迫肺证,tai'yang're'xie'po'fei'zheng
太阳热证,tai'yang're'zheng
太阳伤寒表实证,tai'yang'shang'han'biao'shi'zheng
太阳上热下寒证,tai'yang'shang're'xia'han'zheng
太阳水痞证,tai'yang'shui'pi'zheng
太阳水气上逆证,tai'yang'shui'qi'shang'ni'zheng
太阳痰气痞证,tai'yang'tan'qi'pi'zheng
太阳胃气上逆证,tai'yang'wei'qi'shang'ni'zheng
太阳无汗兼烦躁,tai'yang'wu'han'jian'fan'zao
太阳下焦滑脱痞证,tai'yang'xia'jiao'hua'tuo'pi'zheng
太阳邪陷脾气不和证,tai'yang'xie'xian'pi'qi'bu'he'zheng
太阳邪陷脾虚胃实证,tai'yang'xie'xian'pi'xu'wei'shi'zheng
太阳邪郁肌表证,tai'yang'xie'yu'ji'biao'zheng
太阳心气阴两虚证,tai'yang'xin'qi'yin'liang'xu'zheng
太阳心阳不足证,tai'yang'xin'yang'bu'zu'zheng
太阳胸阳不振证,tai'yang'xiong'yang'bu'zhen'zheng
太阳虚寒脾虚证,tai'yang'xu'han'pi'xu'zheng
太阳虚寒肾阳虚证,tai'yang'xu'han'shen'yang'xu'zheng
太阳虚寒心阳虚证,tai'yang'xu'han'xin'yang'xu'zheng
太阳虚寒阳虚兼水气证,tai'yang'xu'han'yang'xu'jian'shui'qi'zheng
太阳虚寒证,tai'yang'xu'han'zheng
太阳蓄水证,tai'yang'xu'shui'zheng
太阳蓄血证,tai'yang'xu'xue'zheng
太阳阳明犯胃上逆证,tai'yang'yang'ming'fan'wei'shang'ni'zheng
太阳阳明邪迫大肠证,tai'yang'yang'ming'xie'po'da'chang'zheng
太阳阳虚水气上冲证,tai'yang'yang'xu'shui'qi'shang'chong'zheng
太阳阳虚水气欲冲证,tai'yang'yang'xu'shui'qi'yu'chong'zheng
太阳阳虚卫表不固证,tai'yang'yang'xu'wei'biao'bu'gu'zheng
太阳阳虚心神浮越,tai'yang'yang'xu'xin'shen'fu'yue
太阳阳虚心神失守证,tai'yang'yang'xu'xin'shen'shi'shou'zheng
太阳阴盛虚阳上扰证,tai'yang'yin'sheng'xu'yang'shang'rao'zheng
太阳阴阳俱虚证,tai'yang'yin'yang'ju'xu'zheng
太阳阴阳两虚虚阳上扰证,tai'yang'yin'yang'liang'xu'xu'yang'shang'rao'zheng
太阳阴阳两虚证,tai'yang'yin'yang'liang'xu'zheng
太阳营伤经脉失养证,tai'yang'ying'shang'jing'mai'shi'yang'zheng
太阳瘀血营气不敷证,tai'yang'yu'xue'ying'qi'bu'fu'zheng
太阳脏结证,tai'yang'zang'jie'zheng
太阳证,tai'yang'zheng
太阳中风表虚证,tai'yang'zhong'feng'biao'xu'zheng
太阳中虚里急证,tai'yang'zhong'xu'li'ji'zheng
太阴病,tai'yin'bing
太阴腹痛证,tai'yin'fu'tong'zheng
太阴寒湿郁结证,tai'yin'han'shi'yu'jie'zheng
太阴兼表证,tai'yin'jian'biao'zheng
太阴虚寒证,tai'yin'xu'han'zheng
太阴证,tai'yin'zheng
太子参,tai'zi'shen
痰闭证,tan'bi'zheng
痰毒病,tan'du'bing
痰多胸闷,tan'duo'xiong'men
痰核留结证,tan'he'liu'jie'zheng
瘫痪,tan'huan
痰火闭窍证,tan'huo'bi'qiao'zheng
痰火动风上扰清窍证,tan'huo'dong'feng'shang'rao'qing'qiao'zheng
痰火动风上阻清窍证,tan'huo'dong'feng'shang'zu'qing'qiao'zheng
痰火动风证,tan'huo'dong'feng'zheng
痰火犯肺证,tan'huo'fan'fei'zheng
痰火积滞证,tan'huo'ji'zhi'zheng
痰火内闭证,tan'huo'nei'bi'zheng
痰火内盛证,tan'huo'nei'sheng'zheng
痰火内蕴证,tan'huo'nei'yun'zheng
痰火扰神证,tan'huo'rao'shen'zheng
痰火扰心证,tan'huo'rao'xin'zheng
痰火上扰证,tan'huo'shang'rao'zheng
痰火升扰证,tan'huo'sheng'rao'zheng
痰火壅结证,tan'huo'yong'jie'zheng
痰火郁结证,tan'huo'yu'jie'zheng
痰火证,tan'huo'zheng
痰结毒滞证,tan'jie'du'zhi'zheng
痰结血瘀证,tan'jie'xue'yu'zheng
痰厥,tan'jue
痰厥病,tan'jue'bing
痰蒙清窍证,tan'meng'qing'qiao'zheng
痰蒙神窍证,tan'meng'shen'qiao'zheng
痰迷舌强服之醒,tan'mi'she'jiang'fu'zhi'xing
痰迷心窍,tan'mi'xin'qiao
痰凝气滞皆能除,tan'ning'qi'zhi'jie'neng'chu
痰气互结证,tan'qi'hu'jie'zheng
痰气交阻证,tan'qi'jiao'zu'zheng
痰气凝结证,tan'qi'ning'jie'zheng
痰气壅实证,tan'qi'yong'shi'zheng
痰气郁结,tan'qi'yu'jie
痰气郁结证,tan'qi'yu'jie'zheng
痰气阻膈证,tan'qi'zu'ge'zheng
痰热闭肺证,tan're'bi'fei'zheng
痰热蔽窍证,tan're'bi'qiao'zheng
痰热闭窍证,tan're'bi'qiao'zheng
痰热搏结证,tan're'bo'jie'zheng
痰热动风证,tan're'dong'feng'zheng
痰热腑实风痰上扰证,tan're'fu'shi'feng'tan'shang'rao'zheng
痰热腑实证,tan're'fu'shi'zheng
痰热结胸证,tan're'jie'xiong'zheng
痰热内闭清窍证,tan're'nei'bi'qing'qiao'zheng
痰热内闭心窍证,tan're'nei'bi'xin'qiao'zheng
痰热内闭证,tan're'nei'bi'zheng
痰热内扰证,tan're'nei'rao'zheng
痰热上蒙证,tan're'shang'meng'zheng
痰热上壅证,tan're'shang'yong'zheng
痰热壅肺证,tan're'yong'fei'zheng
痰热瘀肺证,tan're'yu'fei'zheng
痰热郁肺证,tan're'yu'fei'zheng
痰热蕴结证,tan're'yun'jie'zheng
痰热证,tan're'zheng
痰热阻肺腑有热结证,tan're'zu'fei'fu'you're'jie'zheng
痰热阻肺证,tan're'zu'fei'zheng
痰热阻结证,tan're'zu'jie'zheng
痰湿痹阻证,tan'shi'bi'zu'zheng
痰食互结证,tan'shi'hu'jie'zheng
痰湿结聚证,tan'shi'jie'ju'zheng
痰湿结滞证,tan'shi'jie'zhi'zheng
痰湿蒙蔽心神证,tan'shi'meng'bi'xin'shen'zheng
痰湿蒙蔽证,tan'shi'meng'bi'zheng
痰湿蒙窍证,tan'shi'meng'qiao'zheng
痰湿蒙塞清窍证,tan'shi'meng'sai'qing'qiao'zheng
痰湿内阻证,tan'shi'nei'zu'zheng
痰湿凝结证,tan'shi'ning'jie'zheng
痰湿侵肺证,tan'shi'qin'fei'zheng
痰湿上阻证,tan'shi'shang'zu'zheng
痰湿壅肺证,tan'shi'yong'fei'zheng
痰食壅结证,tan'shi'yong'jie'zheng
痰湿瘀滞证,tan'shi'yu'zhi'zheng
痰湿蕴肺证,tan'shi'yun'fei'zheng
痰湿蕴结证,tan'shi'yun'jie'zheng
痰湿蕴脾证,tan'shi'yun'pi'zheng
痰湿证,tan'shi'zheng
痰湿中阻证,tan'shi'zhong'zu'zheng
痰湿阻胞证,tan'shi'zu'bao'zheng
痰湿阻结证,tan'shi'zu'jie'zheng
痰湿阻络证,tan'shi'zu'luo'zheng
痰湿阻滞证,tan'shi'zu'zhi'zheng
痰涎清稀而量多,tan'xian'qing'xi'er'liang'duo
痰涎壅盛,tan'xian'yong'sheng
痰涎壅盛证,tan'xian'yong'sheng'zheng
檀香,tan'xiang
谈谑喧哗,tan'xue'xuan'hua
痰血瘀滞证,tan'xue'yu'zhi'zheng
痰饮,tan'yin
痰饮病,tan'yin'bing
痰饮喘咳,tan'yin'chuan'ke
痰饮留腹证,tan'yin'liu'fu'zheng
痰饮留膈证,tan'yin'liu'ge'zheng
痰饮内盛证,tan'yin'nei'sheng'zheng
痰饮内停证,tan'yin'nei'ting'zheng
痰饮内阻证,tan'yin'nei'zu'zheng
痰饮上逆证,tan'yin'shang'ni'zheng
痰饮停胃证,tan'yin'ting'wei'zheng
痰饮阻肺,tan'yin'zu'fei
痰壅神窍证,tan'yong'shen'qiao'zheng
痰瘀痹阻证,tan'yu'bi'zu'zheng
痰瘀搏结证,tan'yu'bo'jie'zheng
痰瘀互结证,tan'yu'hu'jie'zheng
痰瘀化火证,tan'yu'hua'huo'zheng
痰瘀滞络证,tan'yu'zhi'luo'zheng
痰中带血,tan'zhong'dai'xue
痰浊闭塞证,tan'zhuo'bi'se'zheng
痰浊闭阻证,tan'zhuo'bi'zu'zheng
痰浊化火证,tan'zhuo'hua'huo'zheng
痰浊化热证,tan'zhuo'hua're'zheng
痰浊积聚证,tan'zhuo'ji'ju'zheng
痰浊结聚证,tan'zhuo'jie'ju'zheng
痰浊蒙窍证,tan'zhuo'meng'qiao'zheng
痰浊内蒙心包证,tan'zhuo'nei'meng'xin'bao'zheng
痰浊内蕴证,tan'zhuo'nei'yun'zheng
痰浊内阻证,tan'zhuo'nei'zu'zheng
痰浊凝聚证,tan'zhuo'ning'ju'zheng
痰浊上蒙证,tan'zhuo'shang'meng'zheng
痰浊上扰证,tan'zhuo'shang'rao'zheng
痰浊阴滞证,tan'zhuo'yin'zhi'zheng
痰浊壅肺证,tan'zhuo'yong'fei'zheng
痰浊壅塞证,tan'zhuo'yong'se'zheng
痰浊瘀阻咽喉证,tan'zhuo'yu'zu'yan'hou'zheng
痰浊瘀阻证,tan'zhuo'yu'zu'zheng
痰浊蕴肺证,tan'zhuo'yun'fei'zheng
痰浊证,tan'zhuo'zheng
痰浊中阻,tan'zhuo'zhong'zu
痰浊中阻证,tan'zhuo'zhong'zu'zheng
痰浊阻肺证,tan'zhuo'zu'fei'zheng
痰浊阻胃证,tan'zhuo'zu'wei'zheng
痰阻胸膈证,tan'zu'xiong'ge'zheng
烫狗脊,tang'gou'ji
烫骨碎补,tang'gu'sui'bu
糖脉康颗粒,tang'mai'kang'ke'li
烫水蛭,tang'shui'zhi
桃儿七,tao'er'qi
桃核承气汤,tao'he'cheng'qi'tang
桃红四物汤,tao'hong'si'wu'tang
桃花汤,tao'hua'tang
桃金娘根,tao'jin'niang'gen
桃仁,tao'ren
桃仁薏苡冬瓜仁,tao'ren'yi'yi'dong'gua'ren
桃汁,tao'zhi
藤梨根,teng'li'gen
体倦乏力,ti'juan'fa'li
体倦食少,ti'juan'shi'shao
体虚毒恋证,ti'xu'du'lian'zheng
天虫,tian'chong
甜地丁,tian'di'ding
天吊,tian'diao
天冬,tian'dong
天冬草,tian'dong'cao
甜瓜子,tian'gua'zi
天癸,tian'gui
天花粉,tian'hua'fen
田基黄,tian'ji'huang
天浆壳,tian'jiang'ke
天葵子,tian'kui'zi
天龙,tian'long
田螺,tian'luo
天麻,tian'ma
天麻钩藤石决明,tian'ma'gou'teng'shi'jue'ming
天麻钩藤饮,tian'ma'gou'teng'yin
